AccidentNumber,Date,WeatherCondition,InjurySeverity,AircraftDamage,LocationID
 MIA08LA004 , 10/10/2007 , VMC , Non-Fatal , Substantial ,360
 DEN08LA008 , 10/10/2007 , VMC , Non-Fatal , Substantial ,361
 DEN08LA009 , 10/10/2007 , VMC , Non-Fatal , Substantial ,362
 NYC08CA011 , 10/10/2007 , VMC , Non-Fatal , Substantial ,363
 SEA08CA009 , 10/10/2007 , VMC , Non-Fatal , Substantial ,364
 SEA08LA007 , 10/10/2007 , VMC , Non-Fatal , Substantial ,365
 CHI08IA026 , 10/09/2007 , VMC , Incident , Minor ,366
 CHI08TA014 , 10/09/2007 , VMC , Non-Fatal , Substantial ,367
 DEN08LA006 , 10/09/2007 , VMC , Non-Fatal , Substantial ,368
 DEN08LA007 , 10/09/2007 , VMC , Non-Fatal , Substantial ,369
 DEN08LA005 , 10/09/2007 , VMC , Non-Fatal ,  ,370
 DEN08LA012 , 10/09/2007 , VMC , Non-Fatal , Substantial ,371
 LAX08LA008 , 10/09/2007 , VMC , Non-Fatal , Substantial ,372
 CHI08LA006 , 10/08/2007 , VMC , Fatal(1) , Substantial ,373
 DEN08LA004 , 10/08/2007 , VMC , Fatal(1) , Substantial ,374
 CHI08CA007 , 10/08/2007 , VMC , Non-Fatal , Substantial ,375
 NYC08CA010 , 10/08/2007 , VMC , Non-Fatal , Substantial ,376
 DFW08FA004 , 10/07/2007 , VMC , Fatal(2) , Destroyed ,377
 CHI08CA009 , 10/07/2007 , VMC , Non-Fatal , Substantial ,378
 SEA08FA006 , 10/07/2007 , VMC , Fatal(2) , Substantial ,379
 ANC08LA003 , 10/07/2007 , VMC , Non-Fatal , Substantial ,380
 DCA08WA002 , 10/07/2007 , VMC , Fatal(2) , Destroyed ,381
 NYC08LA007 , 10/07/2007 , VMC , Non-Fatal , Destroyed ,382
 LAX08MA007 , 10/07/2007 , IMC , Fatal(10) , Destroyed ,383
 LAX08CA006 , 10/07/2007 , VMC , Non-Fatal , Substantial ,384
 ANC08CA001 , 10/07/2007 , VMC , Non-Fatal , Substantial ,385
 CHI08CA012 , 10/07/2007 , VMC , Non-Fatal , Substantial ,386
 NYC08LA009 , 10/07/2007 , VMC , Non-Fatal , Substantial ,387
 DFW08CA005 , 10/07/2007 , VMC , Non-Fatal , Substantial ,388
 ANC08CA002 , 10/07/2007 , VMC , Non-Fatal , Substantial ,389
 LAX08CA017 , 10/07/2007 , VMC , Non-Fatal , Substantial ,390
 NYC08CA006 , 10/07/2007 , VMC , Non-Fatal , Substantial ,391
 NYC08LA008 , 10/07/2007 , IMC , Fatal(1) , Destroyed ,392
 LAX08CA003 , 10/06/2007 , VMC , Non-Fatal , Substantial ,393
 DFW08CA003 , 10/06/2007 , VMC , Non-Fatal , Substantial ,394
 LAX08LA004A , 10/06/2007 , VMC , Non-Fatal , Minor ,395
 LAX08LA004B , 10/06/2007 , VMC , Non-Fatal , Substantial ,396
 NYC08LA005 , 10/06/2007 , VMC , Fatal(1) , Substantial ,397
 LAX08LA005 , 10/06/2007 , VMC , Non-Fatal , Substantial ,398
 MIA08LA002 , 10/06/2007 , VMC , Fatal(1) , Substantial ,399
 CHI08CA010 , 10/06/2007 , VMC , Non-Fatal , Substantial ,400
 DFW08CA008 , 10/06/2007 , VMC , Non-Fatal , Substantial ,401
 DFW08IA002 , 10/06/2007 , VMC , Incident , Minor ,402
 CHI08CA015 , 10/05/2007 , VMC , Non-Fatal , Substantial ,403
 LAX08FA002 , 10/05/2007 , IMC , Fatal(1) , Substantial ,404
 MIA08FA003 , 10/05/2007 , VMC , Fatal(1) , Substantial ,405
 CHI08CA001 , 10/05/2007 , VMC , Non-Fatal , Substantial ,406
 NYC08LA004 , 10/05/2007 , VMC , Non-Fatal , Substantial ,407
 DEN08CA002 , 10/04/2007 , VMC , Non-Fatal , Substantial ,408
 CHI08CA004 , 10/04/2007 , VMC , Non-Fatal , Substantial ,409
 NYC08CA003 , 10/04/2007 , VMC , Non-Fatal , Substantial ,410
 ANC08TA006 , 10/04/2007 , VMC , Non-Fatal , Substantial ,411
 CHI08CA005 , 10/04/2007 , VMC , Non-Fatal , Substantial ,412
 CHI08CA013 , 10/04/2007 , VMC , Non-Fatal , Substantial ,413
 DFW08LA001 , 10/04/2007 , VMC , Non-Fatal , Substantial ,414
 DEN08FA003 , 10/04/2007 , IMC , Fatal(3) , Destroyed ,415
 ENG08WA007 , 10/04/2007 , IMC , Incident , Minor ,416
 SEA08FA005 , 10/03/2007 , VMC , Fatal(1) , Substantial ,417
 MIA08FA001 , 10/03/2007 , VMC , Fatal(2) , Destroyed ,418
 CHI08CA002 , 10/03/2007 , VMC , Non-Fatal , Substantial ,419
 NYC08CA002 , 10/03/2007 , VMC , Non-Fatal , Substantial ,420
 SEA08CA004 , 10/03/2007 , VMC , Non-Fatal , Substantial ,421
 NYC08LA001 , 10/03/2007 , VMC , Fatal(1) , Destroyed ,422
 DEN08CA001 , 10/02/2007 , VMC , Non-Fatal , Minor ,423
 SEA08CA002 , 10/02/2007 , VMC , Non-Fatal , Substantial ,424
 SEA08LA001 , 10/02/2007 , VMC , Non-Fatal , Substantial ,425
 DFW08CA006 , 10/01/2007 , VMC , Non-Fatal , Substantial ,426
 NYC07CA242 , 09/30/2007 , VMC , Non-Fatal , Substantial ,427
 LAX07CA288 , 09/30/2007 , VMC , Non-Fatal , Substantial ,428
 DEN07LA166 , 09/30/2007 , VMC , Non-Fatal , Substantial ,429
 NYC07LA244 , 09/30/2007 , VMC , Non-Fatal , Substantial ,430
 NYC07LA243 , 09/30/2007 , VMC , Non-Fatal , Substantial ,431
 DFW07IA212 , 09/30/2007 , VMC , Incident , Minor ,432
 CHI07LA309 , 09/30/2007 , VMC , Non-Fatal , Destroyed ,433
 ANC07FA109 , 09/30/2007 , VMC , Fatal(4) , Substantial ,434
 LAX07CA285 , 09/30/2007 , VMC , Non-Fatal , Substantial ,435
 LAX07CA286 , 09/30/2007 , VMC , Non-Fatal , Substantial ,436
 CHI07CA315 , 09/30/2007 , VMC , Non-Fatal , Substantial ,437
 CHI07CA308 , 09/29/2007 , VMC , Non-Fatal , Substantial ,438
 MIA07WA153 , 09/29/2007 , VMC , Non-Fatal , Substantial ,439
 CHI08CA011 , 09/29/2007 , VMC , Non-Fatal , Substantial ,440
 ATL07LA131 , 09/29/2007 , VMC , Non-Fatal , Substantial ,441
 CHI07LA312 , 09/29/2007 , VMC , Non-Fatal , Substantial ,442
 DEN07LA167 , 09/29/2007 , VMC , Non-Fatal , Substantial ,443
 LAX07CA283 , 09/29/2007 , VMC , Non-Fatal , Substantial ,444
 LAX07CA282 , 09/29/2007 , VMC , Non-Fatal , Substantial ,445
 CHI07CA311 , 09/29/2007 , VMC , Non-Fatal , Substantial ,446
 NYC07LA241 , 09/29/2007 , VMC , Non-Fatal , Substantial ,447
 DFW07CA211 , 09/29/2007 , VMC , Non-Fatal , Substantial ,448
 DFW07CA209 , 09/28/2007 , IMC , Non-Fatal , Substantial ,449
 DFW07CA210 , 09/28/2007 , VMC , Non-Fatal , Substantial ,450
 ATL07LA130 , 09/28/2007 , VMC , Non-Fatal , Substantial ,451
 DCA07MA310 , 09/28/2007 , VMC , Non-Fatal , Substantial ,452
 ANC07LA108 , 09/27/2007 , VMC , Non-Fatal , Substantial ,453
 LAX07LA281 , 09/27/2007 , VMC , Non-Fatal , Substantial ,454
 CHI07FA305 , 09/26/2007 , VMC , Fatal(1) , Destroyed ,455
 CHI07CA306 , 09/26/2007 , VMC , Non-Fatal , Substantial ,456
 DCA07WA064 , 09/26/2007 , VMC , Fatal(2) , Destroyed ,457
 MIA07LA158 , 09/26/2007 , VMC , Non-Fatal , Substantial ,458
 SEA07CA273 , 09/25/2007 , VMC , Non-Fatal , Substantial ,459
 SEA07CA271 , 09/25/2007 , VMC , Non-Fatal , Substantial ,460
 SEA07CA274 , 09/25/2007 , VMC , Non-Fatal , Substantial ,461
 NYC07CA239 , 09/25/2007 , VMC , Non-Fatal , Substantial ,462
 MIA07LA157 , 09/25/2007 , VMC , Non-Fatal , Substantial ,463
 DFW07LA207 , 09/25/2007 , VMC , Non-Fatal , Substantial ,464
 DEN07FA165 , 09/24/2007 , VMC , Fatal(1) , Destroyed ,465
 LAX07CA287 , 09/23/2007 , VMC , Non-Fatal , Substantial ,466
 DCA08WA004 , 09/23/2007 , VMC , Incident ,  ,467
 MIA07WA156 , 09/23/2007 , VMC , Non-Fatal , Substantial ,468
 MIA07LA155 , 09/22/2007 , VMC , Fatal(1) , Substantial ,469
 ANC07FA102 , 09/22/2007 , VMC , Fatal(1) , Substantial ,470
 CHI07CA303 , 09/22/2007 , VMC , Non-Fatal , Substantial ,471
 CHI07CA304 , 09/22/2007 , VMC , Non-Fatal , Substantial ,472
 NYC07CA236 , 09/22/2007 , VMC , Non-Fatal , Substantial ,473
 ANC07CA107 , 09/22/2007 , VMC , Non-Fatal , Substantial ,474
 ATL07LA129 , 09/22/2007 , VMC , Fatal(1) , Destroyed ,475
 DEN08IA030 , 09/22/2007 , VMC , Incident ,  ,476
 ANC07LA104 , 09/21/2007 , VMC , Non-Fatal , Substantial ,477
 ANC07LA106 , 09/21/2007 , VMC , Non-Fatal , Substantial ,478
 SEA07LA270 , 09/21/2007 , VMC , Non-Fatal , Substantial ,479
 SEA07CA269 , 09/21/2007 , VMC , Non-Fatal , Substantial ,480
 MIA07FA154 , 09/21/2007 , IMC , Fatal(1) , Destroyed ,481
 ANC07CA105 , 09/21/2007 , VMC , Non-Fatal , Substantial ,482
 NYC07CA235 , 09/21/2007 , VMC , Non-Fatal , Substantial ,483
 NYC07FA234 , 09/21/2007 , VMC , Non-Fatal , Destroyed ,484
 NYC07LA233 , 09/21/2007 , VMC , Fatal(1) , Substantial ,485
 DCA08WA001 , 09/20/2007 , VMC , Non-Fatal , Substantial ,486
 DEN07CA162 , 09/20/2007 , VMC , Non-Fatal , Substantial ,487
 SEA07CA272 , 09/20/2007 , VMC , Non-Fatal , Substantial ,488
 SEA07CA267 , 09/20/2007 , VMC , Non-Fatal , Substantial ,489
 NYC07CA238 , 09/20/2007 , VMC , Non-Fatal , Substantial ,490
 DEN07CA161 , 09/20/2007 , VMC , Non-Fatal , Substantial ,491
 DEN07CA163 , 09/20/2007 , VMC , Non-Fatal ,  ,492
 ANC07FA103 , 09/20/2007 , VMC , Fatal(1) , Substantial ,493
 CHI07LA302 , 09/20/2007 , VMC , Non-Fatal , Substantial ,494
 SEA07LA266 , 09/19/2007 , VMC , Non-Fatal , Substantial ,495
 ATL07LA128 , 09/19/2007 , VMC , Non-Fatal , Substantial ,496
 CHI07LA307 , 09/19/2007 , VMC , Non-Fatal , Substantial ,497
 NYC07LA237 , 09/19/2007 , VMC , Non-Fatal , Substantial ,498
 NYC07CA240 , 09/18/2007 , VMC , Non-Fatal , Substantial ,499
 ANC07CA101 , 09/18/2007 , VMC , Non-Fatal , Substantial ,500
 SEA07CA265 , 09/18/2007 , VMC , Non-Fatal , Substantial ,501
 LAX07LA280 , 09/17/2007 , VMC , Non-Fatal , Substantial ,502
 MIA07LA152 , 09/17/2007 , VMC , Non-Fatal , Substantial ,503
 LAX07TA277 , 09/17/2007 , VMC , Non-Fatal , Substantial ,504
 NYC07LA232 , 09/17/2007 , VMC , Non-Fatal , Substantial ,505
 DFW07CA200 , 09/16/2007 , VMC , Non-Fatal , Substantial ,506
 CHI07CA314 , 09/16/2007 , VMC , Non-Fatal , Substantial ,507
 DFW07CA202 , 09/16/2007 , VMC , Non-Fatal , Substantial ,508
 DFW07CA201 , 09/16/2007 , VMC , Non-Fatal , Minor ,509
 CHI07CA300 , 09/16/2007 , VMC , Non-Fatal , Substantial ,510
 LAX07CA276 , 09/16/2007 , VMC , Non-Fatal , Substantial ,511
 NYC07CA230 , 09/16/2007 , VMC , Non-Fatal , Substantial ,512
 CHI07WA301 , 09/16/2007 , VMC , Unavailable , Substantial ,513
 DCA07RA063 , 09/16/2007 , IMC , Fatal(89) , Destroyed ,514
 DEN07WA164 , 09/16/2007 , IMC , Fatal(2) , Destroyed ,515
 DFW07LA199 , 09/15/2007 , VMC , Fatal(1) , Destroyed ,516
 NYC07LA245 , 09/15/2007 , VMC , Non-Fatal , Substantial ,517
 NYC07FA228 , 09/15/2007 , VMC , Fatal(1) , Substantial ,518
 DEN07FA158 , 09/15/2007 , VMC , Fatal(2) , Substantial ,519
 DFW07LA203 , 09/14/2007 , VMC , Non-Fatal , Substantial ,520
 LAX07LA274 , 09/14/2007 , VMC , Non-Fatal , Substantial ,521
 NYC07LA227 , 09/14/2007 , VMC , Non-Fatal , Substantial ,522
 LAX07CA275 , 09/14/2007 , VMC , Non-Fatal , Substantial ,523
 SEA07FA264A , 09/14/2007 , VMC , Fatal(1) , Substantial ,524
 SEA07FA264B , 09/14/2007 , VMC , Fatal(1) , Destroyed ,525
 LAX07CA273 , 09/14/2007 , VMC , Non-Fatal , Substantial ,526
 NYC07LA229 , 09/14/2007 , IMC , Non-Fatal , Substantial ,527
 LAX07LA278 , 09/14/2007 , VMC , Non-Fatal , Substantial ,528
 DFW07WA205 , 09/14/2007 , VMC , Non-Fatal , Substantial ,529
 NYC07FA226 , 09/13/2007 , IMC , Fatal(1) , Destroyed ,530
 NYC07CA224 , 09/13/2007 , VMC , Non-Fatal , Substantial ,531
 CHI07CA313 , 09/13/2007 , VMC , Non-Fatal , Substantial ,532
 NYC07CA225 , 09/13/2007 , VMC , Non-Fatal , Substantial ,533
 CHI07CA299 , 09/13/2007 , VMC , Non-Fatal , Destroyed ,534
 SEA07CA261 , 09/13/2007 , VMC , Non-Fatal , Substantial ,535
 OPS07IA010 , 09/13/2007 , VMC , Incident ,  ,536
 SEA07FA262 , 09/13/2007 , IMC , Fatal(3) , Destroyed ,537
 SEA07FA263 , 09/13/2007 , VMC , Fatal(1) , Substantial ,538
 DEN07LA155 , 09/12/2007 , VMC , Non-Fatal , Substantial ,539
 DFW07FA198 , 09/12/2007 , VMC , Fatal(2) , Destroyed ,540
 SEA07FA246 , 09/12/2007 , VMC , Fatal(2) , Substantial ,541
 DEN07FA157 , 09/12/2007 , VMC , Non-Fatal , Substantial ,542
 SEA07CA260 , 09/12/2007 , VMC , Non-Fatal , Substantial ,543
 CHI07CA298 , 09/12/2007 , VMC , Non-Fatal , Substantial ,544
 MIA07CA151 , 09/12/2007 , VMC , Non-Fatal , Substantial ,545
 CHI07CA297 , 09/12/2007 , VMC , Non-Fatal , Substantial ,546
 LAX07CA279 , 09/12/2007 , VMC , Non-Fatal , Substantial ,547
 NYC07CA231 , 09/12/2007 , VMC , Non-Fatal , Substantial ,548
 DFW07LA197 , 09/12/2007 , VMC , Non-Fatal , Substantial ,549
 ATL07CA126 , 09/12/2007 , VMC , Non-Fatal , Substantial ,550
 LAX07FA272 , 09/11/2007 , VMC , Fatal(1) , Substantial ,551
 NYC07CA222 , 09/11/2007 , VMC , Non-Fatal , Substantial ,552
 MIA07WA150 , 09/11/2007 , VMC , Non-Fatal , Substantial ,553
 SEA07CA268 , 09/11/2007 , VMC , Non-Fatal , Substantial ,554
 CHI07CA296 , 09/11/2007 , VMC , Non-Fatal , Substantial ,555
 SEA07CA256 , 09/11/2007 , VMC , Non-Fatal , Destroyed ,556
 SEA07CA258 , 09/11/2007 , VMC , Non-Fatal , Substantial ,557
 ANC07LA099 , 09/11/2007 , VMC , Non-Fatal , Substantial ,558
 MIA07FA147 , 09/11/2007 , VMC , Fatal(2) , Substantial ,559
 SEA07LA259 , 09/11/2007 , VMC , Fatal(1) , Substantial ,560
 DEN07LA156 , 09/10/2007 , VMC , Non-Fatal , Substantial ,561
 ANC07CA097 , 09/10/2007 , VMC , Non-Fatal , Substantial ,562
 MIA07CA144 , 09/09/2007 , VMC , Non-Fatal , Substantial ,563
 LAX07CA271 , 09/09/2007 , VMC , Non-Fatal , Substantial ,564
 DCA08WA009 , 09/09/2007 , VMC , Fatal(2) , Destroyed ,565
 DEN07WA159 , 09/08/2007 , VMC , Fatal(2) , Substantial ,566
 LAX07CA269 , 09/08/2007 , VMC , Non-Fatal , Substantial ,567
 MIA07CA143 , 09/08/2007 , VMC , Non-Fatal , Substantial ,568
 NYC07CA223 , 09/08/2007 , VMC , Non-Fatal , Substantial ,569
 SEA07LA255 , 09/08/2007 , VMC , Non-Fatal , Substantial ,570
 LAX07LA270 , 09/08/2007 , VMC , Fatal(1) ,  ,571
 ATL07FA125 , 09/08/2007 , VMC , Fatal(2) , Substantial ,572
 DFW07CA195 , 09/08/2007 , VMC , Non-Fatal , Substantial ,573
 NYC07CA220 , 09/08/2007 , VMC , Non-Fatal , Substantial ,574
 DFW07IA204 , 09/08/2007 , VMC , Incident , Minor ,575
 NYC07CA218 , 09/07/2007 , VMC , Non-Fatal , Substantial ,576
 MIA07CA141 , 09/07/2007 , VMC , Non-Fatal , Substantial ,577
 ANC07LA096 , 09/07/2007 , VMC , Non-Fatal , Substantial ,578
 SEA07LA254 , 09/07/2007 , VMC , Non-Fatal , Substantial ,579
 SEA07LA253 , 09/07/2007 , VMC , Non-Fatal , Substantial ,580
 NYC07LA219 , 09/07/2007 , VMC , Fatal(1) , Destroyed ,581
 CHI07CA295 , 09/07/2007 , VMC , Non-Fatal , Substantial ,582
 SEA07WA275 , 09/07/2007 , VMC , Non-Fatal , Destroyed ,583
 NYC07LA221 , 09/06/2007 , VMC , Non-Fatal , Substantial ,584
 NYC07FA217 , 09/06/2007 , VMC , Fatal(3) , Destroyed ,585
 ANC07CA098 , 09/06/2007 , VMC , Non-Fatal , Substantial ,586
 MIA07CA142 , 09/06/2007 , VMC , Non-Fatal , Substantial ,587
 MIA07LA148 , 09/05/2007 , VMC , Non-Fatal , Substantial ,588
 MIA07LA140 , 09/05/2007 , VMC , Non-Fatal , Substantial ,589
 CHI07CA294 , 09/05/2007 , VMC , Non-Fatal , Substantial ,590
 DEN07CA153 , 09/05/2007 , VMC , Non-Fatal , Substantial ,591
 SEA07LA251 , 09/05/2007 , VMC , Non-Fatal , Substantial ,592
 SEA07LA248 , 09/04/2007 , VMC , Non-Fatal , Substantial ,593
 NYC07LA214 , 09/04/2007 , VMC , Non-Fatal , Substantial ,594
 NYC07CA216 , 09/04/2007 , VMC , Non-Fatal , Substantial ,595
 NYC07CA213 , 09/03/2007 , VMC , Non-Fatal , Substantial ,596
 SEA07FA277 , 09/03/2007 , VMC , Fatal(1) , Destroyed ,597
 NYC07CA211 , 09/03/2007 , VMC , Non-Fatal , Substantial ,598
 LAX07CA266 , 09/03/2007 , VMC , Non-Fatal , Destroyed ,599
 LAX07CA267 , 09/03/2007 , VMC , Non-Fatal , Substantial ,600
 LAX07CA265 , 09/03/2007 , VMC , Non-Fatal , Substantial ,601
 LAX07CA264 , 09/03/2007 , VMC , Non-Fatal , Substantial ,602
 SEA07LA252 , 09/03/2007 , VMC , Non-Fatal , Substantial ,603
 ANC07LA094 , 09/03/2007 , VMC , Non-Fatal , Substantial ,604
 NYC07LA212 , 09/03/2007 , VMC , Fatal(2) , Destroyed ,605
 CHI07FA290 , 09/03/2007 , VMC , Fatal(2) , Substantial ,606
 ANC07TA093 , 09/03/2007 , VMC , Non-Fatal , Substantial ,607
 CHI07FA286 , 09/03/2007 , VMC , Fatal(2) , Substantial ,608
 NYC07LA210 , 09/02/2007 , VMC , Fatal(1) , Destroyed ,609
 DEN07LA152 , 09/02/2007 , VMC , Non-Fatal , Substantial ,610
 NYC07LA209A , 09/02/2007 , VMC , Non-Fatal , Substantial ,611
 NYC07LA209B , 09/02/2007 , VMC , Non-Fatal , Substantial ,612
 CHI07LA288 , 09/02/2007 , VMC , Fatal(1) , Destroyed ,613
 DFW07LA191 , 09/02/2007 , VMC , Non-Fatal , Substantial ,614
 SEA07LA276 , 09/02/2007 , VMC , Non-Fatal , Substantial ,615
 CHI07CA292 , 09/02/2007 , VMC , Non-Fatal , Substantial ,616
 MIA07CA139 , 09/02/2007 , VMC , Non-Fatal , Substantial ,617
 NYC07LA208A , 09/02/2007 , VMC , Non-Fatal , Substantial ,618
 NYC07LA208B , 09/02/2007 , VMC , Non-Fatal , Substantial ,619
 MIA07FA137 , 09/01/2007 , VMC , Fatal(5) , Destroyed ,620
 DFW07CA190 , 09/01/2007 , VMC , Non-Fatal , Substantial ,621
 MIA07CA138 , 09/01/2007 , VMC , Non-Fatal , Substantial ,622
 NYC07CA215 , 09/01/2007 , VMC , Fatal(1) , Substantial ,623
 CHI07CA291 , 09/01/2007 , VMC , Non-Fatal , Destroyed ,624
 LAX07CA260 , 09/01/2007 , VMC , Non-Fatal , Minor ,625
 LAX07CA261 , 09/01/2007 , VMC , Non-Fatal , Substantial ,626
 LAX07CA262 , 09/01/2007 , VMC , Non-Fatal , Substantial ,627
 DFW07CA192 , 09/01/2007 , VMC , Non-Fatal , Substantial ,628
 LAX07LA263 , 09/01/2007 , VMC , Non-Fatal , Destroyed ,629
 ANC07LA095 , 09/01/2007 , VMC , Non-Fatal , Substantial ,630
 NYC07LA207 , 09/01/2007 , VMC , Non-Fatal , Substantial ,631
 SEA07LA250 , 08/31/2007 , VMC , Non-Fatal , Substantial ,632
 SEA07FA247 , 08/31/2007 , VMC , Fatal(6) , Destroyed ,633
 DEN07LA150 , 08/31/2007 , VMC , Non-Fatal , Substantial ,634
 DEN07LA160 , 08/31/2007 , VMC , Non-Fatal , Substantial ,635
 DEN07CA151 , 08/31/2007 , VMC , Non-Fatal , Substantial ,636
 CHI07CA293 , 08/31/2007 , VMC , Non-Fatal , Substantial ,637
 CHI07CA284 , 08/31/2007 , VMC , Non-Fatal , Substantial ,638
 CHI07LA287 , 08/31/2007 , VMC , Non-Fatal , Substantial ,639
 LAX07CA289 , 08/31/2007 , VMC , Non-Fatal , Substantial ,640
 MIA07WA149 , 08/31/2007 , VMC , Non-Fatal , Substantial ,641
 NYC07LA206 , 08/30/2007 , VMC , Non-Fatal , Substantial ,642
 CHI07CA285 , 08/30/2007 , VMC , Non-Fatal , Substantial ,643
 SEA07CA257 , 08/30/2007 , VMC , Non-Fatal , Substantial ,644
 ATL07CA124 , 08/30/2007 , VMC , Non-Fatal , Substantial ,645
 SEA07LA245 , 08/30/2007 , VMC , Non-Fatal , Substantial ,646
 LAX07FA258 , 08/30/2007 , VMC , Fatal(2) , Substantial ,647
 SEA07CA243 , 08/29/2007 , VMC , Non-Fatal , Substantial ,648
 SEA07CA244 , 08/29/2007 , VMC , Non-Fatal , Substantial ,649
 CHI07CA281 , 08/28/2007 , VMC , Non-Fatal , Substantial ,650
 ATL07CA122 , 08/28/2007 , VMC , Non-Fatal , Substantial ,651
 DEN07LA149 , 08/28/2007 , VMC , Non-Fatal , Substantial ,652
 SEA07LA242 , 08/28/2007 , VMC , Non-Fatal , Substantial ,653
 MIA07LA136 , 08/28/2007 , VMC , Fatal(2) , Destroyed ,654
 CHI07LA280 , 08/27/2007 , VMC , Non-Fatal , Substantial ,655
 DEN07LA148 , 08/27/2007 , VMC , Fatal(2) , Destroyed ,656
 SEA07CA236 , 08/27/2007 , VMC , Non-Fatal , Substantial ,657
 ATL07CA121 , 08/27/2007 , VMC , Non-Fatal , Substantial ,658
 SEA07CA238 , 08/26/2007 , VMC , Non-Fatal , Substantial ,659
 ATL07LA120 , 08/26/2007 , VMC , Non-Fatal , Substantial ,660
 DFW07CA194 , 08/26/2007 , VMC , Non-Fatal , Substantial ,661
 CHI07CA278 , 08/26/2007 , VMC , Non-Fatal , Substantial ,662
 NYC07CA204 , 08/26/2007 , IMC , Non-Fatal , Substantial ,663
 ATL07LA119 , 08/26/2007 , VMC , Fatal(1) , Substantial ,664
 NYC07FAMS1 , 08/25/2007 , IMC , Fatal(1) , Destroyed ,665
 ATL07CA132 , 08/25/2007 , VMC , Non-Fatal , Substantial ,666
 SEA07FA240 , 08/25/2007 , VMC , Non-Fatal , Substantial ,667
 ANC07LA090 , 08/25/2007 , VMC , Non-Fatal , Substantial ,668
 LAX07LA253 , 08/25/2007 , VMC , Non-Fatal , Substantial ,669
 LAX07LA257 , 08/25/2007 , VMC , Non-Fatal , Substantial ,670
 DEN07LA145 , 08/25/2007 , VMC , Fatal(1) , Destroyed ,671
 SEA07CA239 , 08/25/2007 , VMC , Non-Fatal , Substantial ,672
 SEA07CA241 , 08/25/2007 , VMC , Non-Fatal , Substantial ,673
 ATL07CA107 , 08/25/2007 , VMC , Non-Fatal , Substantial ,674
 ANC07CA084 , 08/25/2007 , VMC , Non-Fatal , Destroyed ,675
 DEN07WA147 , 08/25/2007 , VMC , Fatal(2) , Destroyed ,676
 SEA07IA237 , 08/24/2007 , VMC , Incident , Substantial ,677
 DEN07IA144 , 08/24/2007 , VMC , Incident , Minor ,678
 CHI07LA277 , 08/24/2007 , VMC , Non-Fatal , Substantial ,679
 LAX07LA268 , 08/24/2007 , VMC , Non-Fatal , Substantial ,680
 DFW07IA193 , 08/24/2007 , VMC , Incident ,  ,681
 DEN08LA024 , 08/24/2007 , VMC , Non-Fatal , Substantial ,682
 CHI07FA279 , 08/24/2007 , VMC , Fatal(2) , Substantial ,683
 NYC07LA203 , 08/23/2007 , VMC , Non-Fatal , Substantial ,684
 NYC07LA202 , 08/23/2007 , IMC , Non-Fatal , Substantial ,685
 MIA07CA134 , 08/23/2007 , VMC , Non-Fatal , Substantial ,686
 NYC07LA201 , 08/23/2007 , VMC , Non-Fatal , Destroyed ,687
 DFW07CA189 , 08/22/2007 , VMC , Non-Fatal ,  ,688
 MIA07WA135 , 08/22/2007 , VMC , Fatal(2) , Destroyed ,689
 ANC07LA092 , 08/22/2007 , VMC , Non-Fatal , Substantial ,690
 NYC07FA200 , 08/22/2007 , VMC , Non-Fatal , Substantial ,691
 DEN07LA142 , 08/22/2007 , VMC , Non-Fatal , Substantial ,692
 CHI07CA275 , 08/21/2007 , VMC , Non-Fatal , Substantial ,693
 ATL07CA117 , 08/20/2007 , VMC , Non-Fatal , Substantial ,694
 DEN07CA141 , 08/20/2007 , VMC , Non-Fatal , Substantial ,695
 DFW07CA186 , 08/20/2007 , VMC , Non-Fatal , Substantial ,696
 DFW07LA187 , 08/20/2007 , VMC , Non-Fatal , Substantial ,697
 DEN07FA140 , 08/20/2007 , VMC , Fatal(3) , Destroyed ,698
 ATL07CA123 , 08/20/2007 , VMC , Non-Fatal , Substantial ,699
 DEN07WA143 , 08/20/2007 , VMC , Incident , Minor ,700
 DCA07RA061 , 08/20/2007 , VMC , Non-Fatal , Destroyed ,701
 ATL07LA116 , 08/19/2007 , VMC , Fatal(2) , Substantial ,702
 NYC07CA198 , 08/19/2007 , VMC , Non-Fatal , Substantial ,703
 LAX07CA254 , 08/19/2007 , VMC , Non-Fatal , Substantial ,704
 NYC07FA196 , 08/19/2007 , VMC , Non-Fatal , Destroyed ,705
 NYC07LA197 , 08/19/2007 , VMC , Non-Fatal , Substantial ,706
 DEN07CA139 , 08/19/2007 , VMC , Non-Fatal , Substantial ,707
 ANC07CA089 , 08/18/2007 , VMC , Non-Fatal , Substantial ,708
 ANC07LA088 , 08/18/2007 , VMC , Non-Fatal , Substantial ,709
 CHI07LA273 , 08/18/2007 , VMC , Fatal(1) , Substantial ,710
 NYC07CA195 , 08/18/2007 , VMC , Non-Fatal , Substantial ,711
 DEN07LA138 , 08/18/2007 , VMC , Non-Fatal , Substantial ,712
 MIA07LA133 , 08/18/2007 , VMC , Non-Fatal , Substantial ,713
 ATL07LA115 , 08/17/2007 , IMC , Non-Fatal , Substantial ,714
 ANC07LA086 , 08/17/2007 , VMC , Non-Fatal , Substantial ,715
 ANC07CA087 , 08/17/2007 , VMC , Non-Fatal , Substantial ,716
 CHI07CA282 , 08/17/2007 , VMC , Non-Fatal , Substantial ,717
